approach_name,approach_code,run_id,iteration,elapsed_seconds,current_objective_score,best_objective_score,best_improvement_pct,success_rate_pct,stability_score_pct,error_or_noise_pct,memory_mb,energy_cost_units
Quantum Approach,C,C-2,11,15.48,77.5,77.5,328.96,87.46,90.77,2.89,231.8,5.05
Quantum Approach,C,C-2,12,17.29,79.14,79.14,338.04,88.18,91.17,2.83,233.0,5.51
Quantum Approach,C,C-2,13,19.18,77.644,79.14,338.04,88.11,91.27,2.88,234.9,5.47
Quantum Approach,C,C-2,14,21.15,80.299,80.299,344.45,88.63,90.75,2.74,238.0,5.52
Quantum Approach,C,C-2,15,23.2,80.185,80.299,344.45,88.01,89.62,3.08,233.5,5.62
Quantum Approach,C,C-2,16,25.33,79.919,80.299,344.45,87.95,89.69,3.12,237.7,5.71
Quantum Approach,C,C-2,17,27.54,80.627,80.627,346.27,87.88,89.33,3.21,236.4,5.74
Quantum Approach,C,C-2,18,29.83,80.023,80.627,346.27,87.51,88.74,3.42,242.5,5.94
Quantum Approach,C,C-2,19,32.2,80.241,80.627,346.27,87.56,88.98,3.39,244.6,6.09
Quantum Approach,C,C-2,20,34.65,80.223,80.627,346.27,87.52,88.64,3.37,243.2,6.29
Quantum Approach,C,C-2,21,37.18,80.186,80.627,346.27,86.8,87.51,3.78,247.1,6.32
Quantum Approach,C,C-2,22,39.79,80.079,80.627,346.27,87.04,87.14,3.54,245.6,6.35
Quantum Approach,C,C-2,23,42.48,79.139,80.627,346.27,86.83,87.3,3.7,250.7,6.54
Quantum Approach,C,C-2,24,45.25,79.239,80.627,346.27,86.47,86.66,3.89,257.6,6.62
Quantum Approach,C,C-2,25,48.1,79.029,80.627,346.27,86.25,85.44,3.91,262.6,6.82
Quantum Approach,C,C-2,26,51.03,78.483,80.627,346.27,85.8,85.48,4.24,256.3,6.98
Quantum Approach,C,C-2,27,54.04,78.875,80.627,346.27,85.68,84.32,4.19,262.5,7.25
Quantum Approach,C,C-2,28,57.13,78.358,80.627,346.27,85.86,85.79,4.19,261.2,7.19
Quantum Approach,C,C-2,29,60.3,77.903,80.627,346.27,84.55,82.7,4.84,265.5,7.27
Quantum Approach,C,C-2,30,63.55,77.022,80.627,346.27,85.43,84.26,4.31,259.3,7.51
Quantum Approach,C,C-3,0,0.85,21.12,21.728,2.88,69.45,95.0,1.63,212.3,3.76
Quantum Approach,C,C-3,1,1.78,32.946,32.946,55.99,73.31,94.25,1.73,216.7,3.85
Quantum Approach,C,C-3,2,2.79,44.538,44.538,110.88,77.48,93.99,1.74,219.1,3.93
Quantum Approach,C,C-3,3,3.88,52.795,52.795,149.98,80.18,93.47,1.92,215.0,4.14
Quantum Approach,C,C-3,4,5.05,58.221,58.221,175.67,81.93,93.51,2.1,216.0,4.22
Quantum Approach,C,C-3,5,6.3,63.293,63.293,199.68,83.88,92.95,1.95,221.2,4.44
Quantum Approach,C,C-3,6,7.63,67.462,67.462,219.42,85.23,93.76,2.16,218.8,4.54
Quantum Approach,C,C-3,7,9.04,70.878,70.878,235.6,86.69,91.98,1.8,221.1,4.46
Quantum Approach,C,C-3,8,10.53,73.013,73.013,245.71,86.9,91.87,2.22,226.5,4.91
Quantum Approach,C,C-3,9,12.1,74.684,74.684,253.62,87.2,92.03,2.46,227.4,4.98
Quantum Approach,C,C-3,10,13.75,77.196,77.196,265.51,88.29,91.19,2.23,230.7,4.93
Quantum Approach,C,C-3,11,15.48,76.621,77.196,265.51,88.23,92.38,2.39,230.2,5.12
Quantum Approach,C,C-3,12,17.29,79.774,79.774,277.72,88.23,90.23,2.87,232.6,5.18
Quantum Approach,C,C-3,13,19.18,78.429,79.774,277.72,87.72,89.75,3.2,235.2,5.38
Quantum Approach,C,C-3,14,21.15,79.595,79.774,277.72,88.23,90.47,2.87,233.0,5.58
Quantum Approach,C,C-3,15,23.2,80.061,80.061,279.08,88.27,89.87,2.84,233.5,5.55
Quantum Approach,C,C-3,16,25.33,80.673,80.673,281.97,87.99,88.31,3.05,238.7,5.75
Quantum Approach,C,C-3,17,27.54,80.928,80.928,283.18,88.33,89.91,3.01,242.5,5.9
Quantum Approach,C,C-3,18,29.83,81.193,81.193,284.44,88.06,89.29,3.21,249.4,6.1
Quantum Approach,C,C-3,19,32.2,80.122,81.193,284.44,87.81,89.37,3.4,248.9,6.11
Quantum Approach,C,C-3,20,34.65,80.984,81.193,284.44,88.0,87.98,3.09,247.3,6.25
Quantum Approach,C,C-3,21,37.18,80.403,81.193,284.44,87.11,87.28,3.68,247.8,6.08
Quantum Approach,C,C-3,22,39.79,79.962,81.193,284.44,87.09,87.47,3.7,258.5,6.43
Quantum Approach,C,C-3,23,42.48,79.897,81.193,284.44,86.96,88.06,3.84,253.4,6.64
Quantum Approach,C,C-3,24,45.25,80.335,81.193,284.44,86.88,87.21,3.79,253.4,6.62
Quantum Approach,C,C-3,25,48.1,79.361,81.193,284.44,86.04,86.37,4.33,255.9,6.68
Quantum Approach,C,C-3,26,51.03,79.45,81.193,284.44,86.29,86.08,4.09,258.6,6.86
Quantum Approach,C,C-3,27,54.04,78.186,81.193,284.44,86.19,85.84,4.12,258.5,6.91
Quantum Approach,C,C-3,28,57.13,78.339,81.193,284.44,85.79,84.09,4.22,261.6,7.38
Quantum Approach,C,C-3,29,60.3,77.191,81.193,284.44,85.72,84.2,4.26,267.0,7.2
Quantum Approach,C,C-3,30,63.55,76.867,81.193,284.44,85.66,83.59,4.22,262.8,7.27
Quantum Approach,C,C-4,0,0.85,20.623,20.623,0.0,69.3,95.85,1.53,209.9,3.77
Quantum Approach,C,C-4,1,1.78,33.652,33.652,63.18,73.97,95.09,1.51,210.1,3.85
Quantum Approach,C,C-4,2,2.79,43.837,43.837,112.56,76.89,93.64,1.96,214.0,3.95
Quantum Approach,C,C-4,3,3.88,52.267,52.267,153.44,80.4,94.25,1.69,216.9,4.1
Quantum Approach,C,C-4,4,5.05,58.419,58.419,183.27,82.26,94.66,2.02,220.9,4.18
Quantum Approach,C,C-4,5,6.3,63.434,63.434,207.59,83.98,93.84,2.01,223.6,4.41
Quantum Approach,C,C-4,6,7.63,66.774,66.774,223.78,84.57,91.35,2.22,230.2,4.51
Quantum Approach,C,C-4,7,9.04,70.456,70.456,241.64,86.2,92.83,2.15,222.3,4.62
Quantum Approach,C,C-4,8,10.53,73.683,73.683,257.29,87.07,92.5,2.34,222.7,4.79
Quantum Approach,C,C-4,9,12.1,74.104,74.104,259.33,87.15,91.62,2.29,226.6,4.85
Quantum Approach,C,C-4,10,13.75,76.375,76.375,270.34,87.83,92.88,2.53,230.8,5.03
Quantum Approach,C,C-4,11,15.48,77.097,77.097,273.84,87.68,92.05,2.75,229.6,5.19
Quantum Approach,C,C-4,12,17.29,78.911,78.911,282.64,88.37,90.42,2.54,232.1,5.12
Quantum Approach,C,C-4,13,19.18,78.849,78.911,282.64,87.99,90.27,2.8,232.0,5.36
Quantum Approach,C,C-4,14,21.15,80.356,80.356,289.64,88.55,89.77,2.71,233.4,5.66
Quantum Approach,C,C-4,15,23.2,80.278,80.356,289.64,88.15,88.98,2.92,238.0,5.61
Quantum Approach,C,C-4,16,25.33,80.673,80.673,291.18,88.16,90.97,3.2,236.4,5.61
Quantum Approach,C,C-4,17,27.54,80.039,80.673,291.18,88.18,88.41,2.9,244.1,5.84
Quantum Approach,C,C-4,18,29.83,80.628,80.673,291.18,87.96,88.96,3.11,245.3,5.99
Quantum Approach,C,C-4,19,32.2,81.206,81.206,293.76,87.79,88.62,3.34,242.7,5.99
Quantum Approach,C,C-4,20,34.65,80.597,81.206,293.76,87.63,88.34,3.41,247.8,6.32
Quantum Approach,C,C-4,21,37.18,79.79,81.206,293.76,87.05,87.17,3.72,247.2,6.4
Quantum Approach,C,C-4,22,39.79,80.131,81.206,293.76,87.4,88.0,3.52,246.7,6.54
Quantum Approach,C,C-4,23,42.48,79.225,81.206,293.76,86.83,86.14,3.74,251.0,6.39
Quantum Approach,C,C-4,24,45.25,79.431,81.206,293.76,86.73,87.77,3.97,252.5,6.94
Quantum Approach,C,C-4,25,48.1,78.863,81.206,293.76,86.08,86.82,4.35,248.8,6.84
Quantum Approach,C,C-4,26,51.03,78.71,81.206,293.76,86.25,85.24,4.03,258.9,6.88
Quantum Approach,C,C-4,27,54.04,78.96,81.206,293.76,86.0,86.17,4.3,259.1,6.96
Quantum Approach,C,C-4,28,57.13,77.616,81.206,293.76,85.92,85.24,4.24,258.8,7.14
Quantum Approach,C,C-4,29,60.3,77.53,81.206,293.76,85.55,85.62,4.55,263.2,7.2
Quantum Approach,C,C-4,30,63.55,77.513,81.206,293.76,85.39,83.12,4.38,262.3,7.45
Quantum Approach,C,C-5,0,0.85,20.256,20.256,0.0,69.31,94.18,1.24,212.9,3.75
Quantum Approach,C,C-5,1,1.78,33.685,33.685,66.3,74.12,94.88,1.38,212.7,4.01
Quantum Approach,C,C-5,2,2.79,43.061,43.061,112.58,77.33,95.19,1.57,211.8,3.86
Quantum Approach,C,C-5,3,3.88,52.448,52.448,158.93,80.04,93.73,1.96,218.9,4.27
Quantum Approach,C,C-5,4,5.05,59.262,59.262,192.57,82.43,92.45,1.89,216.9,4.4
Quantum Approach,C,C-5,5,6.3,63.372,63.372,212.86,84.15,92.56,1.73,221.8,4.39
Quantum Approach,C,C-5,6,7.63,67.915,67.915,235.28,85.44,93.23,2.07,221.6,4.5
Quantum Approach,C,C-5,7,9.04,71.022,71.022,250.62,86.19,92.47,2.28,225.3,4.52
Quantum Approach,C,C-5,8,10.53,73.624,73.624,263.47,87.25,92.85,2.22,224.1,4.68
Quantum Approach,C,C-5,9,12.1,75.738,75.738,273.9,87.89,90.66,2.08,229.8,4.92
Quantum Approach,C,C-5,10,13.75,76.736,76.736,278.83,87.69,90.89,2.53,229.2,5.03
Quantum Approach,C,C-5,11,15.48,77.602,77.602,283.11,87.72,91.88,2.84,232.4,5.11
Quantum Approach,C,C-5,12,17.29,78.831,78.831,289.17,88.74,92.27,2.43,232.5,5.27
Quantum Approach,C,C-5,13,19.18,78.482,78.831,289.17,88.25,91.86,2.75,234.2,5.33
Quantum Approach,C,C-5,14,21.15,80.917,80.917,299.47,88.47,90.02,2.96,234.6,5.39
Quantum Approach,C,C-5,15,23.2,79.946,80.917,299.47,88.55,90.2,2.9,238.1,5.61
Quantum Approach,C,C-5,16,25.33,81.528,81.528,302.49,88.33,89.95,3.2,239.7,5.77
Quantum Approach,C,C-5,17,27.54,81.434,81.528,302.49,88.57,88.78,2.88,238.5,5.84
Quantum Approach,C,C-5,18,29.83,80.662,81.528,302.49,88.33,89.19,3.09,243.7,5.95
Quantum Approach,C,C-5,19,32.2,80.082,81.528,302.49,88.2,89.08,3.16,237.9,6.13
Quantum Approach,C,C-5,20,34.65,80.326,81.528,302.49,87.63,88.57,3.53,249.8,6.13
Quantum Approach,C,C-5,21,37.18,80.377,81.528,302.49,87.35,87.97,3.66,244.3,6.35
Quantum Approach,C,C-5,22,39.79,81.136,81.528,302.49,87.25,87.02,3.62,249.8,6.31
Quantum Approach,C,C-5,23,42.48,79.181,81.528,302.49,87.2,87.37,3.68,251.2,6.64
Quantum Approach,C,C-5,24,45.25,80.258,81.528,302.49,86.85,86.56,3.84,258.6,6.63
Quantum Approach,C,C-5,25,48.1,78.329,81.528,302.49,86.42,85.92,4.08,251.0,6.98
Quantum Approach,C,C-5,26,51.03,78.73,81.528,302.49,86.29,85.54,4.12,251.9,6.79
Quantum Approach,C,C-5,27,54.04,78.444,81.528,302.49,86.29,84.85,4.03,262.1,7.05
Quantum Approach,C,C-5,28,57.13,77.804,81.528,302.49,85.99,85.82,4.34,260.9,6.96
Quantum Approach,C,C-5,29,60.3,77.301,81.528,302.49,85.48,84.93,4.62,267.4,7.28
Quantum Approach,C,C-5,30,63.55,76.718,81.528,302.49,85.16,83.82,4.72,262.6,7.3
Quantum Approach,C,C-6,0,0.85,20.434,20.434,0.0,68.82,94.89,1.74,212.1,3.78
Quantum Approach,C,C-6,1,1.78,33.617,33.617,64.52,74.2,95.46,1.36,211.5,3.78
Quantum Approach,C,C-6,2,2.79,43.548,43.548,113.12,77.05,93.72,1.77,211.4,3.88
Quantum Approach,C,C-6,3,3.88,52.084,52.084,154.89,80.09,92.79,1.72,214.1,4.08
Quantum Approach,C,C-6,4,5.05,58.031,58.031,183.99,81.84,92.63,2.02,216.5,4.27
Quantum Approach,C,C-6,5,6.3,63.581,63.581,211.15,84.01,93.0,1.94,223.2,4.4
Quantum Approach,C,C-6,6,7.63,66.64,66.64,226.12,85.03,93.48,2.06,215.9,4.61
Quantum Approach,C,C-6,7,9.04,69.67,69.67,240.95,85.67,91.73,2.22,223.2,4.59
Quantum Approach,C,C-6,8,10.53,72.524,72.524,254.92,87.02,92.75,2.08,227.5,4.67
Quantum Approach,C,C-6,9,12.1,74.12,74.12,262.73,87.19,91.25,2.23,232.4,4.9
Quantum Approach,C,C-6,10,13.75,76.704,76.704,275.37,87.89,92.22,2.51,227.8,4.92
Quantum Approach,C,C-6,11,15.48,77.308,77.308,278.33,87.53,89.66,2.67,234.1,4.91
Quantum Approach,C,C-6,12,17.29,78.306,78.306,283.21,87.82,91.14,2.87,236.1,5.43
Quantum Approach,C,C-6,13,19.18,79.547,79.547,289.29,88.19,90.97,2.9,237.1,5.35
Quantum Approach,C,C-6,14,21.15,78.927,79.547,289.29,88.23,91.2,2.88,233.7,5.39
Quantum Approach,C,C-6,15,23.2,80.202,80.202,292.49,88.16,91.31,3.12,238.0,5.6
Quantum Approach,C,C-6,16,25.33,81.024,81.024,296.52,88.18,89.56,3.13,236.2,5.69
Quantum Approach,C,C-6,17,27.54,80.989,81.024,296.52,88.06,89.09,3.16,235.1,5.8
Quantum Approach,C,C-6,18,29.83,81.013,81.024,296.52,88.02,88.79,3.14,245.4,5.97
Quantum Approach,C,C-6,19,32.2,80.247,81.024,296.52,87.32,89.09,3.7,238.5,6.07
Quantum Approach,C,C-6,20,34.65,80.501,81.024,296.52,87.23,88.6,3.7,245.1,6.4
Quantum Approach,C,C-6,21,37.18,80.85,81.024,296.52,87.49,88.03,3.42,249.3,6.18
Quantum Approach,C,C-6,22,39.79,80.05,81.024,296.52,87.17,88.33,3.68,249.8,6.39
Quantum Approach,C,C-6,23,42.48,79.945,81.024,296.52,87.04,86.45,3.56,251.8,6.59
Quantum Approach,C,C-6,24,45.25,79.956,81.024,296.52,86.59,85.89,3.83,248.8,6.62
Quantum Approach,C,C-6,25,48.1,78.643,81.024,296.52,86.68,86.33,3.79,256.7,6.7
Quantum Approach,C,C-6,26,51.03,78.767,81.024,296.52,86.19,85.73,4.08,257.4,6.92
Quantum Approach,C,C-6,27,54.04,78.295,81.024,296.52,85.85,85.63,4.31,258.2,6.87
Quantum Approach,C,C-6,28,57.13,77.742,81.024,296.52,85.66,85.29,4.4,256.8,7.3
Quantum Approach,C,C-6,29,60.3,77.893,81.024,296.52,85.86,85.46,4.24,256.3,7.4
Quantum Approach,C,C-6,30,63.55,76.295,81.024,296.52,85.2,84.19,4.59,264.1,7.41
